code,iata,city,alias
SGQ,SGQ,Sanggata,
SGR,SGR,"Houston, TX",
SGS,SGS,Sanga Sanga,
SGT,SGT,"Stuttgart, AR",
SGU,SGU,Saint George,
SGV,SGV,Sierra Grande,
SGW,SGW,Saginaw Bay,
SGX,SGX,Songea,
SGY,SGY,Skagway,
SGZ,SGZ,Songkhla,
SHA,SHA,Шанхай,
SHB,SHB,Nakashibetsu,
SHC,SHC,Indaselassie,
SHD,SHD,Staunton,
SHE,SHE,Shenyang,
SHF,SHF,Shanhaiguan,
SHG,SHG,Shungnak,
SHH,SHH,Shishmaref,
SHI,SHI,Shimojishima,
SHJ,SHJ,Sharjah,
SHK,SHK,Sehonghong,
SHL,SHL,Shillong,
SHM,SHM,Shirahama,
SHN,SHN,Shelton,
SHO,SHO,Sokcho,
SHP,SHP,Qinhuangdao,
SHQ,SHQ,Southport,
SHR,SHR,Sheridan,
SHS,SHS,Shashi,
SHT,SHT,Shepparton,
SHU,SHU,Smith Point,
SHV,SHV,Shreveport,
SHW,SHW,Sharurah,
SHX,SHX,Shageluk,
SHY,SHY,Shinyanga,
SHZ,SHZ,Seshutes,
SIA,SIA,Xi An,
SIB,SIB,Sibiti,
SIC,SIC,Sinop,
SID,SID,Sal,
SIE,SIE,Sines,
SIF,SIF,Simara,
SIG,SIG,San Juan,
SIH,SIH,Silgadi Doti,
SII,SII,Sidi Ifni,
SIJ,SIJ,Siglufjordur,
SIK,SIK,Sikeston,
SIL,SIL,Sila,
SIM,SIM,Simbai,
SIN,SIN,Сингапур,
SIO,SIO,Smithton,
SIQ,SIQ,Singkep,
SIR,SIR,Sion,
SIS,SIS,Sishen,
SIT,SIT,Sitka,
SIU,SIU,Siuna,
SIV,SIV,Sullivan,
SIW,SIW,Sibisa,
SIX,SIX,Singleton,
SIY,SIY,Montague,
SIZ,SIZ,Sissano,
SJA,SJA,San Juan,
SJB,SJB,San Joaquin,
SJC,SJC,San Jose,
SJD,SJD,San Jose Del Cabo,
SJE,SJE,San Jose Del Gua,
SJF,SJF,St John Island,
SJG,SJG,San Pedro Jagua,
SJH,SJH,San Juan Del Cesar,
SJI,SJI,San Jose,
SJJ,SJJ,Sarajevo,
SJK,SJK,Sao Jose Dos Campos,
SJL,SJL,Sao Gabriel,
SJM,SJM,San Juan,
SJN,SJN,St Johns,
SJO,SJO,San Josй,
SJP,SJP,Sao Jose Do Rio Preto,
SJQ,SJQ,Sesheke,
SJR,SJR,San Juan D Ur,
SJS,SJS,San Jose,
SJT,SJT,San Angelo,
SJU,SJU,San Juan,
SJV,SJV,San Javier,
SJW,SJW,Shijiazhuang,
SJX,SJX,Sartaneja,
SJY,SJY,Seinajoki,
SJZ,SJZ,Sao Jorge Island,
SKA,SKA,Spokane,
SKB,SKB,"Basseterre, St. Kitts Island",
SKC,SKC,Suki,
SKE,SKE,Skien,
SKF,SKF,San Antonio,
SKH,SKH,Surkhet,
SKI,SKI,Skikda,
SKJ,SKJ,Sitkinak Island,
SKK,SKK,Shaktoolik,
SKL,SKL,Isle Of Skye,
SKM,SKM,Skeldon,
SKN,SKN,Stokmarknes,
SKO,SKO,Sokoto,
SKP,SKP,Skopje,
SKQ,SKQ,Sekakes,
SKR,SKR,Shakiso,
SKS,SKS,Vojens,
SKT,SKT,Sialkot,
SKU,SKU,Skiros,
SKV,SKV,Santa Katarina,
SKW,SKW,Skwentna,
SKY,SKY,Sandusky,
SKZ,SKZ,Sukkur,
SLA,SLA,Salta,
SLB,SLB,Storm Lake,
SLC,SLC,"Salt Lake City, UT",
SLD,SLD,Sliac,
SLE,SLE,Salem,
SLF,SLF,Sulayel,
SLG,SLG,Siloam Springs,
SLH,SLH,Sola,
SLI,SLI,Solwezi,
SLJ,SLJ,Chandler,
SLK,SLK,Saranac Lake,
SLL,SLL,Salalah,
SLM,SLM,Salamanca,
SLN,SLN,Salina,
SLO,SLO,Salem,
SLP,SLP,San Luis Potosi,
SLQ,SLQ,Sleetmute,
SLR,SLR,Sulphur Springs,
SLS,SLS,Silistra,
SLT,SLT,Salida,
SLU,SLU,Castries,
SLV,SLV,Simla,
SLW,SLW,Saltillo,
SLX,SLX,Salt Cay,
SLZ,SLZ,Sгo Luis,
SMA,SMA,Santa Maria,
SMB,SMB,Cerro Sombrero,
SMC,SMC,Santa Maria,
SMD,SMD,"Fort Wayne, IN",
SME,SME,Somerset,
SMF,SMF,"Sacramento, CA",
SMG,SMG,Santa Maria,
SMH,SMH,Sapmanga,
SMI,SMI,Samos,
SMJ,SMJ,Sim,
SMK,SMK,St Michael,
SML,SML,Stella Maris,
SMM,SMM,Semporna,
SMN,SMN,Salmon,
SMO,SMO,Santa Monica,
SMP,SMP,Stockholm,
SMQ,SMQ,Sampit,
SMR,SMR,Santa Marta,
SMS,SMS,Sainte Marie,
SMT,SMT,Sun Moon Lake,
SMU,SMU,Sheep Mountain,
SMV,SMV,St Moritz,
SMW,SMW,Smara,
SMX,SMX,Santa Maria,
SMY,SMY,Simenti,
SMZ,SMZ,Stoelmans Eiland,
SNA,SNA,Orange County,
SNB,SNB,Snake Bay,
SNC,SNC,Salinas,
SND,SND,Seno,
SNE,SNE,Sao Nicolau,
SNF,SNF,San Felipe,
SNG,SNG,San Ignacio De Velasco,
SNH,SNH,Stanthorpe,
SNI,SNI,Sinoe,
SNJ,SNJ,San Julian,
SNK,SNK,Snyder,
SNL,SNL,Shawnee,
SNM,SNM,San Ignacio De M,
SNN,SNN,Shannon,
SNO,SNO,Sakon Nakhon,
SNP,SNP,Saint Paul Island,
SNQ,SNQ,San Quintin,
SNR,SNR,St Nazaire,
SNS,SNS,Salinas,
SNT,SNT,Sabana De Torres,
SNU,SNU,Santa Clara,
SNV,SNV,Santa Elena,
SNW,SNW,Thandwe,
SNX,SNX,Sabana De Mar,
SNY,SNY,Sidney,
SNZ,SNZ,Santa Cruz,
SOA,SOA,Soc Trang,
SOB,SOB,Saarmelleek,
SOC,SOC,Solo City,
SOD,SOD,Sorocaba,
SOE,SOE,Souanke,
SOF,SOF,Sofia,
SOG,SOG,Sogndal,
SOH,SOH,Solita,
SOI,SOI,South Molle Island,
SOJ,SOJ,Sorkjosen,
SOK,SOK,Semongkong,
SOL,SOL,Solomon,
SOM,SOM,San Tome,
SON,SON,Espiritu Santo,
SOO,SOO,Soderhamn,
SOP,SOP,Southern Pines,
SOQ,SOQ,Sorong,
SOR,SOR,Al Thaurah,
SOT,SOT,Sodankyla,
SOU,SOU,Eastleigh near Southampton,
SOV,SOV,Seldovia,
SOW,SOW,"Show Low, AZ",
SOX,SOX,Sogamoso,
SOY,SOY,Stronsay,
SOZ,SOZ,Solenzara,
SPA,SPA,"Spartanburg, SC",
SPB,SPB,St Thomas Island,
SPC,SPC,Santa Cruz De La Palma,
SPD,SPD,Saidpur,
SPE,SPE,Sepulot,
SPF,SPF,Spearfish,
SPG,SPG,"Petersburg, AK",
SPH,SPH,Sopu,
SPI,SPI,Springfield,
SPJ,SPJ,Athens,
SPM,SPM,Spangdahlem,
SPN,SPN,Saipan,
SPO,SPO,Sevilla,
SPP,SPP,Menongue,
SPQ,SPQ,San Pedro,
SPR,SPR,San Pedro,
SPS,SPS,Wichita Falls,
SPT,SPT,Sipitang,
SPU,SPU,Split,
SPV,SPV,Sepik Plains,
SPW,SPW,Spencer,
SPX,SPX,Houston,
SPY,SPY,San Pedro,
SPZ,SPZ,Springdale,
SQA,SQA,Santa Ynez,
SQB,SQB,Santa Ana,
SQC,SQC,Southern Cross,
SQD,SQD,Sinop,
SQE,SQE,San Luis De Pale,
SQF,SQF,Solano,
SQG,SQG,Sintang,
SQH,SQH,Son-La,
SQI,SQI,Sterling Rockfalls,
SQJ,SQJ,Shehdi,
SQK,SQK,Sidi Barani,
SQL,SQL,San Carlos,
SQM,SQM,Sao Miguel Araguaia,
SQN,SQN,Sanana,
SQO,SQO,Storuman,
SQP,SQP,Starcke,
SQR,SQR,Soroako,
SQS,SQS,San Ignacio,
SQT,SQT,Samarai Island,
SQU,SQU,Saposoa,
SQV,SQV,Sequim,
SQW,SQW,Skive,
SQX,SQX,Sao Miguel Do Oeste,
SQY,SQY,Sao Lourenco Do Sul,
SQZ,SQZ,Scampton,
SRA,SRA,Santa Rosa,
SRB,SRB,Santa Rosa,
SRC,SRC,Searcy,
SRD,SRD,San Ramon,
SRE,SRE,Sucre,
SRF,SRF,San Rafael,
SRG,SRG,Semarang,
SRH,SRH,Sarh,
SRI,SRI,Samarinda,
SRJ,SRJ,San Borja,
SRK,SRK,Sierra Leone,
SRL,SRL,Santa Rosalia,
SRM,SRM,Sandringham,
SRN,SRN,Strahan,
SRO,SRO,Santana Ramos,
SRP,SRP,Stord,
SRQ,SRQ,"Sarasota, FL",
SRR,SRR,Stradbroke Island,
SRS,SRS,San Marcos,
SRT,SRT,Soroti,
SRU,SRU,Santa Cruz,
SRV,SRV,Stony River,
SRW,SRW,Salisbury,
SRX,SRX,Sert,
SRY,SRY,Sary,
SRZ,SRZ,Santa Cruz,
SSA,SSA,"Salvador, Bahia",
SSB,SSB,St Croix Island,
SSC,SSC,Sumter,
SSD,SSD,San Felipe,
SSE,SSE,Sholapur,
SSF,SSF,San Antonio,
SSG,SSG,Malabo,
SSI,SSI,Brunswick,
SSJ,SSJ,Sandnessjoen,
SSK,SSK,Sturt Creek,
SSL,SSL,Santa Rosalia,
SSO,SSO,Sao Lourenco,
SSP,SSP,Silver Plains,
SSQ,SSQ,La Sarre,
SSR,SSR,Sara,
SSS,SSS,Siassi,
SST,SST,Santa Teresita,
SSU,SSU,White Sulphur Springs,
SSV,SSV,Siasi,
SSW,SSW,Stuart Island,
SSX,SSX,Samsun/carsamba,
SSZ,SSZ,Santos,
STA,STA,Skjern,
STB,STB,Santa Barbara Ed,
STC,STC,Saint Cloud,
STD,STD,Santo Domingo,
STE,STE,Stevens Point,
STF,STF,Stephen Island,
STG,STG,St George Island,
STH,STH,Strathmore,
STI,STI,Santiago,
STJ,STJ,St Joseph,
STK,STK,Sterling,
STL,STL,St Louis,
STM,STM,Santarem,
STP,STP,St Paul,
STQ,STQ,St Marys,
STR,STR,Stuttgart,
STS,STS,Santa Rosa,
STT,STT,"Charlotte Amalie, St Thomas",
STU,STU,Santa Cruz,
STV,STV,Surat,
STX,STX,St Croix Island,
STY,STY,Salto,
STZ,STZ,Santa Terezinha,
SUA,SUA,Stuart,
SUB,SUB,Surabaya,
SUC,SUC,Sundance,
SUD,SUD,Stroud,
SUE,SUE,Sturgeon Bay,
SUF,SUF,Lamezia-terme,
SUG,SUG,Surigao,
SUH,SUH,Sur,
SUI,SUI,Сухум,СУИ
SUJ,SUJ,Satu Mare,
SUL,SUL,Sui,
SUM,SUM,Sumter,
SUN,SUN,Sun Valley,
SUO,SUO,Sun River,
SUP,SUP,Sumenep,
SUQ,SUQ,Sucua,
SUR,SUR,Summer Beaver,
SUS,SUS,St Louis,
SUT,SUT,Sumbawanga,
SUU,SUU,Fairfield,
SUV,SUV,Suva,
SUW,SUW,Superior,
SUX,SUX,Sioux City,
SUZ,SUZ,Suria,
SVA,SVA,Savoonga,
SVB,SVB,Sambava,
SVC,SVC,Silver City,
SVD,SVD,St Vincent,
SVE,SVE,Susanville,
SVF,SVF,Save,
SVG,SVG,Stavanger,
SVH,SVH,Statesville,
SVI,SVI,San Vicente,
SVJ,SVJ,Svolvaer,
SVK,SVK,Silver Creek,
SVL,SVL,Savonlinna,
SVN,SVN,"Savannah, GA",
SVP,SVP,Kuito,
SVQ,SVQ,Sevilla,
SVR,SVR,Svay Rieng,
SVS,SVS,Stevens Village,
SVT,SVT,Savuti,
SVU,SVU,Savusavu,
SVV,SVV,San Salvador De,
SVW,SVW,Sparrevohn,
SVY,SVY,Savo,
SVZ,SVZ,San Antonio,
SWA,SWA,Shantou,
SWB,SWB,Shaw River,
SWC,SWC,Stawell,
SWD,SWD,Seward,
SWE,SWE,Siwea,
SWF,SWF,Newburgh,
SWG,SWG,Satwag,
SWH,SWH,Swan Hill,
SWI,SWI,Swindon,
SWJ,SWJ,South West Bay,
SWK,SWK,Milan,
SWL,SWL,Spanish Wells,
SWM,SWM,Suia-Missu,
SWN,SWN,Sahiwal,
SWO,SWO,Stillwater,
SWP,SWP,Swakopmund,
SWQ,SWQ,Sumbawa,
SWR,SWR,Silur,
SWS,SWS,Swansea,
SWU,SWU,Suwon,
SWW,SWW,Sweetwater,
SWX,SWX,Shakawe,
SWY,SWY,Sitiawan,
SWZ,SWZ,Sydney,
SXA,SXA,Sialum,
SXB,SXB,Strasbourg,
SXC,SXC,Catalina Island,
SXD,SXD,Sophia Antipolis,
SXE,SXE,Sale,
SXF,SXF,Berlin,
SXG,SXG,Senanga,
SXH,SXH,Sehulea,
SXI,SXI,Sirri Island,
SXJ,SXJ,Shanshan,
SXK,SXK,Saumlaki,
SXL,SXL,Sligo,
SXM,SXM,"Philipsburg, St. Maarten",
SXN,SXN,Suapan,
SXO,SXO,Sao Felix Do Araguaia,
SXP,SXP,Sheldon Point,
SXQ,SXQ,Soldotna,
SXR,SXR,Srinagar,
SXS,SXS,Sahabat 16,
SXT,SXT,Taman Negara,
SXU,SXU,Soddu,
SXV,SXV,Salem,
SXW,SXW,Sauren,
SXX,SXX,Sao Felix Do Xingu,
SXY,SXY,Sidney,
SXZ,SXZ,Siirt,
SYA,SYA,Shemya,
SYB,SYB,Seal Bay,
SYC,SYC,Shiringayoc,
SYD,SYD,Sydney,
SYE,SYE,Sadah,
SYF,SYF,Silva Bay,
SYG,SYG,Svalbard,
SYH,SYH,Syangboche,
SYI,SYI,Shelbyville,
SYJ,SYJ,Sirjan,
SYK,SYK,Stykkisholmur,
SYL,SYL,San Miguel,
SYM,SYM,Simao,
SYN,SYN,Stanton,
SYO,SYO,Shonai,
SYP,SYP,Santiago,
SYR,SYR,Syracuse,
SYT,SYT,Saint Yan,
SYU,SYU,Sue Island,
SYV,SYV,Sylvester,
SYW,SYW,Sehwen Sharif,
SYX,SYX,Sanya,
SYY,SYY,Stornoway,
SYZ,SYZ,Shiraz,
SZA,SZA,Soyo,
SZB,SZB,Куала-Лумпур,
SZC,SZC,Santa Cruz,
SZD,SZD,Sheffield,
SZE,SZE,Semera,
SZF,SZF,Samsun,
SZG,SZG,Salzburg,
SZH,SZH,Senipah,
SZI,SZI,Zaisan,
SZJ,SZJ,Siguanea,
SZK,SZK,Skukuza,
SZL,SZL,Warrensburg,
SZM,SZM,Sesriem,
SZN,SZN,Santa Barbara,
SZO,SZO,Shanzhou,
SZP,SZP,Santa Paula,
SZQ,SZQ,Saenz Pena,
SZR,SZR,Stara Zagora,
SZS,SZS,Stewart Island,
SZT,SZT,S.Cristobal deL Casas,
SZU,SZU,Segou,
SZV,SZV,Suzhou,
SZW,SZW,Schwerin,
SZX,SZX,Shenzhen,
SZY,SZY,Szymany,
SZZ,SZZ,Szczecin,
TAA,TAA,Tarapaina,
TAB,TAB,Tobago,
TAC,TAC,Tacloban,
TAD,TAD,Trinidad,
TAE,TAE,Daegu,
TAF,TAF,Oran,
TAG,TAG,Tagbilaran,
TAH,TAH,Tanna,
TAI,TAI,Taiz,
TAJ,TAJ,Aitape,
TAK,TAK,Takamatsu,
TAL,TAL,Tanana,
TAM,TAM,Tampico,
TAN,TAN,Tangalooma,
TAO,TAO,Qingdao,
TAP,TAP,Tapachula,
TAQ,TAQ,Tarcoola,
TAR,TAR,Taranto,
TAT,TAT,Poprad,
TAU,TAU,Tauramena,
TAV,TAV,Tau,
TAW,TAW,Tacuarembo,
TAX,TAX,Taliabu,
TBA,TBA,Tabibuga,
TBB,TBB,Tuy Hoa,
TBC,TBC,Tuba City,
TBD,TBD,Timbiqui,
TBE,TBE,Timbunke,
TBF,TBF,Tabiteuea North,
TBG,TBG,Tabubil,
TBH,TBH,Tablas,
TBI,TBI,The Bight,
TBJ,TBJ,Tabarka,
TBK,TBK,Timber Creek,
TBL,TBL,Tableland,
TBM,TBM,Tumbang Samba,
TBN,TBN,Fort Leonard Wood,
TBO,TBO,Tabora,
TBP,TBP,Tumbes,
TBQ,TBQ,Tarabo,
TBR,TBR,"Statesboro, GA",
TBT,TBT,Tabatinga,
TBV,TBV,Tabal,
TBX,TBX,Taabo,
TBY,TBY,Tsabong,
TBZ,TBZ,Tabriz,
TCA,TCA,Tennant Creek,
TCB,TCB,"Treasure Cay, Ibaco Islands",
TCC,TCC,Tucumcari,
TCD,TCD,Tarapaca,
TCE,TCE,Tulcea,
TCF,TCF,Tocoa,
TCG,TCG,Tacheng,
TCH,TCH,Tchibanga,
TCJ,TCJ,Torembi,
TCK,TCK,Tinboli,
TCL,TCL,Tuscaloosa,
TCM,TCM,"Tacoma, WA",
TCN,TCN,Tehuacan,
TCO,TCO,Tumaco,
TCP,TCP,Taba,
TCQ,TCQ,Tacna,
TCR,TCR,Tuticorin,
TCS,TCS,Truth Or Consequences,
TCT,TCT,Takotna,
TCU,TCU,Thaba Nchu,
TCV,TCV,Tete,
TCW,TCW,Tocumwal,
TCX,TCX,Tabas,
TCY,TCY,Terrace Bay,
TDA,TDA,Trinidad,
TDB,TDB,Tetabedi,
TDD,TDD,Trinidad,
TDG,TDG,Tandag,
TDJ,TDJ,Tadjoura,
TDL,TDL,Tandil,
TDN,TDN,Theda,
TDO,TDO,Toledo,
TDR,TDR,Theodore,
TDS,TDS,Sasereme,
TDT,TDT,Tanda Tula,
TDV,TDV,Tanandava,
TDW,TDW,Amarillo,
TDX,TDX,Trat,
TDZ,TDZ,Toledo,
TEA,TEA,Tela,
TEB,TEB,Teterboro,
TEC,TEC,Telemaco Borba,
TED,TED,Thisted,
TEE,TEE,Tbessa,
TEF,TEF,Telfer,
TEG,TEG,Tenkodogo,
TEH,TEH,Tetlin,
TEI,TEI,Tezu,
TEK,TEK,Tatitlek,
TEL,TEL,Telupid,
TEM,TEM,Temora,
TEN,TEN,Tongren,
TEO,TEO,Terapo,
TEP,TEP,Teptep,
TEQ,TEQ,Tekirdag,
TER,TER,Terceira Island,
TES,TES,Tessenei,
TET,TET,Tete,
TEU,TEU,Te Anau,
TEW,TEW,Tohid,
TEX,TEX,Telluride,
TEY,TEY,Thingeyri,
TEZ,TEZ,Tezpur,
TFB,TFB,Tifalmin,
TFC,TFC,Taormina,
TFF,TFF,Tefe,
TFI,TFI,Tufi,
TFL,TFL,Teofilo Otoni,
TFM,TFM,Telefomin,
TFN,TFN,Tenerife,
TFR,TFR,Ramadan,
TFS,TFS,Tenerife,
TFT,TFT,Taftan,
TFY,TFY,Tarfaya,
TGB,TGB,Tagbita,
TGD,TGD,Подгорица,
TGE,TGE,Tuskegee,
TGF,TGF,Tignes,
TGG,TGG,Kuala Terengganu,
TGH,TGH,Tongoa,
TGI,TGI,Tingo Maria,
TGJ,TGJ,Tiga,
TGL,TGL,Tagula,
TGM,TGM,Tirgu Mures,
TGN,TGN,Traralgon,
TGO,TGO,Tongliao,
TGQ,TGQ,Tangara da Serra,
TGR,TGR,Touggourt,
TGS,TGS,Chokwe,
TGT,TGT,Tanga,
TGU,TGU,Tegucigalpa,
TGV,TGV,Targovishte,
TGX,TGX,Tingrela,
TGZ,TGZ,Tuxtla Gutierrez,
THA,THA,"Tullahoma, TN",
THB,THB,Thaba-Tseka,
THC,THC,Tchien,
THE,THE,Teresina,
THF,THF,Berlin,
THG,THG,Thangool,
THH,THH,Taharoa,
THI,THI,Tichitt,
THK,THK,Thakhek,
THL,THL,Tachilek,
THM,THM,Thompsonfield,
THN,THN,Trollhattan,
THO,THO,Thorshofn,
THP,THP,Thermopolis,
THR,THR,Tehran,
THS,THS,Sukhothai (sawankolok),
THT,THT,Tamchakett,
THU,THU,Pituffik,
THV,THV,York,
THY,THY,Thohoyandou,
THZ,THZ,Tahoua,
TIA,TIA,Tirana,
TIB,TIB,Tibu,
TIC,TIC,Tinak Island,
TID,TID,Tiaret,
TIE,TIE,Tippi,
TIF,TIF,Taif,
TIG,TIG,Tingwon,
TIH,TIH,Tikehau Atoll,
TII,TII,Tirinkot,
TIJ,TIJ,Tijuana,
TIK,TIK,Oklahoma City,
TIL,TIL,Inverlake,
TIM,TIM,Tembagapura,
TIN,TIN,Tindouf,
TIO,TIO,Tilin,
TIP,TIP,Tripoli,
TIQ,TIQ,Tinian,
TIR,TIR,Tirupati,
TIS,TIS,Thursday Island,
TIU,TIU,Timaru,
TIV,TIV,Тиват,
TIW,TIW,Tacoma,
TIX,TIX,Titusville,
TIY,TIY,Tidjikja,
TIZ,TIZ,Tari,
TJA,TJA,Tarija,
TJB,TJB,Tanjung Balai,
TJC,TJC,Ticantiki,
TJG,TJG,Tanjung Warukin,
TJH,TJH,Toyooka,
TJI,TJI,Trujillo,
TJK,TJK,Tokat,
TJN,TJN,Takume,
TJQ,TJQ,Tanjung Pandan,
TJS,TJS,Tanjung Selor,
TJV,TJV,Thanjavur,
TKA,TKA,Talkeetna,
TKB,TKB,Tekadu,
TKC,TKC,Tiko,
TKD,TKD,Takoradi,
TKE,TKE,Tenakee Springs,
TKF,TKF,"Truckee, CA",
TKG,TKG,Bandar Lampung,
TKH,TKH,Takhli,
TKI,TKI,Tokeen,
TKJ,TKJ,Tok,
TKK,TKK,Truk,
TKL,TKL,Taku Lodge,
TKM,TKM,Tikal,
TKN,TKN,Tokunoshima,
TKO,TKO,Tlokoeng,
TKP,TKP,Takapoto,
TKQ,TKQ,Kigoma,
TKR,TKR,Thakurgaon,
TKS,TKS,Tokushima,
TKT,TKT,Tak,
TKU,TKU,Turku,
TKV,TKV,Tatakoto,
TKW,TKW,Tekin,
TKX,TKX,Takaroa,
TKY,TKY,Turkey Creek,
TKZ,TKZ,Tokoroa,
TLA,TLA,Teller,
TLB,TLB,Tarbela,
TLC,TLC,Toluca,
TLD,TLD,Tuli Block,
TLE,TLE,Tulear,
TLF,TLF,Telida,
TLG,TLG,Tulagi Island,
TLH,TLH,Tallahassee,
TLI,TLI,Tolitoli,
TLJ,TLJ,Tatalina,
TLM,TLM,Tlemcen,
TLN,TLN,Hyeres,
TLO,TLO,Tol,
TLP,TLP,Tumolbil,
TLR,TLR,"Tulare, CA",
TLS,TLS,Toulouse,
TLT,TLT,Tuluksak,
TLU,TLU,Tolu,
TLW,TLW,Talasea,
TLX,TLX,Talca,
TLZ,TLZ,Catalao,
TMA,TMA,"Tifton, GA",
TMB,TMB,Miami,
TMC,TMC,Tambolaka,
TMD,TMD,Timbedra,
TME,TME,Tame,
TMG,TMG,Tomanggong,
TMH,TMH,Tanahmerah,
TMI,TMI,Tumling Tar,
TMK,TMK,Tamky,
TML,TML,Tamale,
TMM,TMM,Tamatave,
TMN,TMN,Tamana Island,
TMO,TMO,Tumeremo,
TMP,TMP,Tampere,
TMQ,TMQ,Tambao,
TMR,TMR,Tamanrasset,
TMS,TMS,Sao Tome Is,
TMT,TMT,Trombetas,
TMU,TMU,Tambor,
TMW,TMW,Tamworth,
TMX,TMX,Timimoun,
TMY,TMY,Tiom,
TMZ,TMZ,Thames,
TNA,TNA,Jinan,
TNB,TNB,Tanah Grogot,
TNC,TNC,"Tin City, AK",
TND,TND,Trinidad,
TNE,TNE,Tanegashima,
TNF,TNF,Toussus-Le-Noble,
TNG,TNG,Tangier,
TNH,TNH,Tonghua,
TNI,TNI,Satna,
TNJ,TNJ,Tanjung Pinang,
TNK,TNK,Tununak,
TNL,TNL,Ternopol,
TNM,TNM,Teniente R. Marsh Martin,
TNN,TNN,Tainan,
TNO,TNO,Tamarindo,
TNP,TNP,Twentynine Palms,
TNQ,TNQ,Teraina,
TNR,TNR,Antananarivo,
TNS,TNS,Tungsten,
TNT,TNT,Miami,
TNU,TNU,Newton,
TNV,TNV,Tabuaeran,
TNX,TNX,Stung Treng,
TNZ,TNZ,Tosontsengel,
TOA,TOA,Torrance,
TOB,TOB,Tobruk,
TOC,TOC,Toccoa,
TOD,TOD,Tioman,
TOE,TOE,Tozeur,
TOG,TOG,Togiak Village,
TOH,TOH,Torres,
TOI,TOI,Troy,
TOJ,TOJ,Madrid,
TOK,TOK,Torokina,
TOL,TOL,"Toledo, OH",
TOM,TOM,Tombouctou,
TON,TON,Tonu,
TOO,TOO,San Vito,
TOP,TOP,Topeka,
TOQ,TOQ,Tocopilla,
TOR,TOR,Torrington,
TOS,TOS,Tromso,
TOT,TOT,Totness,
TOU,TOU,Touho,
TOV,TOV,Tortola,
TOW,TOW,Toledo,
TOX,TOX,Tobolsk,
TOY,TOY,Toyama,
TOZ,TOZ,Touba,
TPA,TPA,Tampa,
TPC,TPC,Tarapoa,
TPE,TPE,Taipei,
TPG,TPG,Taiping,
TPH,TPH,Tonopah,
TPI,TPI,Tapini,
TPJ,TPJ,Taplejung,
TPK,TPK,Tapaktuan,
TPL,TPL,"Temple, TX",
TPN,TPN,Tiputini,
TPO,TPO,Tanalian Point,
TPP,TPP,Tarapoto,
TPQ,TPQ,Tepic,
TPR,TPR,Tom Price,
TPS,TPS,Trapani,
TPT,TPT,Tapeta,
TPU,TPU,Tikapur,
TPX,TPX,Tupai,
TQN,TQN,Taluqan,
TQR,TQR,San Domino Island,
TQS,TQS,Tres Esquinas,
TRA,TRA,Taramajima,
TRB,TRB,Turbo,
TRC,TRC,Torreon,
TRD,TRD,Trondheim,
TRE,TRE,Tiree,
TRF,TRF,Torp,
TRG,TRG,Tauranga,
TRH,TRH,Trona,
TRI,TRI,Blountville,
TRJ,TRJ,Tarakbits,
TRK,TRK,Tarakan,
TRL,TRL,Terrell,
TRM,TRM,Thermal,
TRN,TRN,Turin,
TRO,TRO,Taree,
TRP,TRP,Tree Point,
TRQ,TRQ,Tarauaca,
TRR,TRR,Trincomalee,
TRS,TRS,Trieste,
TRT,TRT,Tremonton,
TRU,TRU,Trujillo,
TRV,TRV,Тривандрам,
TRW,TRW,Tarawa,
TRX,TRX,Trenton,
TRY,TRY,Tororo,
TRZ,TRZ,Tiruchirapally,
TSA,TSA,Taipei,
TSB,TSB,Tsumeb,
TSC,TSC,Taisha,
TSD,TSD,Tshipise,
TSE,TSE,Astana,
TSF,TSF,Treviso,
TSG,TSG,Tanacross,
TSH,TSH,Tshikapa,
TSI,TSI,Tsili Tsili,
TSJ,TSJ,Tsushima,
TSK,TSK,Taskul,
TSL,TSL,Tamuin,
TSM,TSM,Taos,
TSN,TSN,Tianjin,
TSO,TSO,Isles Of Scilly,
TSP,TSP,"Tehachapi, CA",
TSQ,TSQ,Torres,
TSR,TSR,Timisoara,
TSS,TSS,New York,
TST,TST,Trang,
TSU,TSU,Tabiteuea South,
TSV,TSV,Townsville,
TSW,TSW,Tsewi,
TSX,TSX,Tanjung Santan,
TSY,TSY,Tasikmalaya,
TSZ,TSZ,Tsetserleg,
TTA,TTA,Tan Tan,
TTB,TTB,Tortoli,
TTC,TTC,Taltal,
TTD,TTD,Troutdale,
TTE,TTE,Ternate,
TTG,TTG,Tartagal,
TTH,TTH,Thumrait,
TTI,TTI,Tetiaroa Is,
TTJ,TTJ,Tottori,
TTL,TTL,Turtle Island,
TTM,TTM,Tablon De Tamara,
TTN,TTN,"Trenton, NJ",
TTO,TTO,Britton,
TTQ,TTQ,Tortuquero,
TTR,TTR,Tana Toraja,
TTS,TTS,Tsaratanana,
TTT,TTT,Taitung,
TTU,TTU,Tetuan,
TUA,TUA,Tulcan,
TUB,TUB,Tubuai,
TUC,TUC,Tucuman,
TUD,TUD,Tambacounda,
TUE,TUE,Tupile,
TUF,TUF,Tours,
TUG,TUG,Tuguegarao,
TUH,TUH,Tullahoma,
TUI,TUI,Turaif,
TUJ,TUJ,Tum,
TUK,TUK,Turbat,
TUL,TUL,Tulsa,
TUM,TUM,Tumut,
TUN,TUN,Tunis,
TUO,TUO,Taupo,
TUP,TUP,Tupelo,
TUQ,TUQ,Tougan,
